id_toma,periodo,fecha_emision,fecha_vencimiento,fecha_pago,pagado,consumo_m3,importe_agua,importe_alcantarillado,importe_saneamiento,total_pagar,domiciliado,tipo_tarifa,pago_tardio
TC97F0C81C8,2025-02,2025-02-28,2025-03-20,2025-04-13,True,142.6,3967.6,0.0,476.11,4443.71,False,industrial,True
T5825BB17FC,2025-02,2025-02-26,2025-03-18,2025-03-10,True,44.1,932.9,93.29,111.95,1138.14,True,comercial,False
TC5E185C6E8,2025-02,2025-02-24,2025-03-16,2025-03-05,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
TEAD9E81003,2025-02,2025-02-26,2025-03-18,2025-03-17,True,13.3,190.95,19.1,22.91,232.96,False,domestico,False
TE23D5A574A,2025-02,2025-03-01,2025-03-21,2025-03-17,True,9.6,148.4,14.84,17.81,181.05,False,domestico,False
T04048D53A3,2025-02,2025-02-25,2025-03-17,2025-05-05,True,8.6,136.9,13.69,0.0,150.59,False,domestico,True
TE1AA9E77A7,2025-02,2025-02-27,2025-03-19,2025-02-27,True,4.7,92.05,9.21,0.0,101.26,False,domestico,False
TC54C99BA73,2025-02,2025-02-24,2025-03-16,2025-03-14,True,26.0,460.0,46.0,55.2,561.2,False,publico,False
T013C0F8B57,2025-02,2025-02-26,2025-03-18,2025-03-09,True,11.0,164.5,16.45,19.74,200.69,False,domestico,False
T3C23C0A42C,2025-02,2025-02-25,2025-03-17,2025-03-13,True,18.5,250.75,25.08,0.0,275.82,False,domestico,False
TEDB2598366,2025-02,2025-02-26,2025-03-18,2025-03-10,True,10.3,156.45,15.64,0.0,172.09,False,domestico,False
T03D524AC98,2025-02,2025-02-28,2025-03-20,2025-03-08,True,11.3,167.95,16.8,20.15,204.9,False,domestico,False
T9B658694D7,2025-02,2025-02-25,2025-03-17,2025-02-26,True,20.1,269.15,26.91,32.3,328.36,False,domestico,False
T827DB403EF,2025-02,2025-02-26,2025-03-18,2025-02-28,True,2.0,61.0,6.1,7.32,74.42,False,domestico,False
TD5960FA89C,2025-02,2025-02-23,2025-03-15,2025-03-09,True,11.0,164.5,16.45,19.74,200.69,False,domestico,False
TEB9CD6778B,2025-02,2025-02-25,2025-03-17,2025-03-30,True,12.4,180.6,18.06,21.67,220.33,False,domestico,True
TCFB896C903,2025-02,2025-02-25,2025-03-17,2025-03-13,True,10.4,157.6,15.76,18.91,192.27,False,domestico,False
T4EBE5132B6,2025-02,2025-03-01,2025-03-21,2025-04-21,True,13.1,188.65,18.87,0.0,207.52,False,domestico,True
TD6D7800440,2025-02,2025-02-26,2025-03-18,2025-02-27,True,12.8,185.2,18.52,22.22,225.94,False,domestico,False
TB1AE49FA20,2025-02,2025-02-24,2025-03-16,2025-05-27,True,5.5,101.25,10.12,12.15,123.53,False,domestico,True
TF4940B0970,2025-02,2025-02-26,2025-03-18,2025-03-14,True,11.3,167.95,16.8,20.15,204.9,False,domestico,False
T6492EC951E,2025-02,2025-03-01,2025-03-21,2025-03-07,True,43.5,921.5,92.15,110.58,1124.23,False,comercial,False
T5B2FD74A85,2025-02,2025-02-24,2025-03-16,2025-03-03,True,17.4,238.1,23.81,28.57,290.48,False,domestico,False
TCF1A6CDF80,2025-02,2025-02-24,2025-03-16,2025-03-12,True,10.8,162.2,16.22,19.46,197.88,True,domestico,False
TBA965CD37E,2025-02,2025-03-01,2025-03-21,2025-05-19,True,14.1,200.15,20.02,24.02,244.18,False,domestico,True
T8917AF33E8,2025-02,2025-02-25,2025-03-17,2025-03-12,True,84.0,1691.0,169.1,202.92,2063.02,False,comercial,False
T4F696F6C0E,2025-02,2025-02-26,2025-03-18,2025-03-04,True,12.1,324.9,0.0,38.99,363.89,False,comercial,False
TFB9BD0FCA4,2025-02,2025-02-26,2025-03-18,2025-03-14,True,27.6,619.4,61.94,74.33,755.67,True,comercial,False
T6372E1147F,2025-02,2025-02-27,2025-03-19,2025-03-18,True,12.1,177.15,0.0,21.26,198.41,True,domestico,False
T8B4FC280C2,2025-02,2025-02-27,2025-03-19,2025-03-17,True,11.1,165.65,16.56,19.88,202.09,False,domestico,False
T0AF0DD2FE5,2025-02,2025-02-24,2025-03-16,2025-05-02,True,8.1,131.15,13.11,15.74,160.0,False,domestico,True
T9BABD62590,2025-02,2025-02-25,2025-03-17,2025-02-25,True,40.5,864.5,86.45,0.0,950.95,False,comercial,False
TBBD0028CDB,2025-02,2025-03-01,2025-03-21,2025-03-12,True,16.4,226.6,22.66,27.19,276.45,False,domestico,False
T30E453AB34,2025-02,2025-02-27,2025-03-19,2025-03-19,True,11.8,173.7,17.37,20.84,211.91,False,domestico,False
T7DC59256DC,2025-02,2025-02-26,2025-03-18,2025-05-16,True,24.9,324.35,32.43,38.92,395.71,False,domestico,True
TCC371206BC,2025-02,2025-02-25,2025-03-17,2025-03-04,True,13.3,190.95,19.1,22.91,232.96,False,domestico,False
TDEF092A4C5,2025-02,2025-03-01,2025-03-21,2025-03-12,True,11.1,165.65,16.56,19.88,202.09,False,domestico,False
TE13FCEC631,2025-02,2025-02-23,2025-03-15,2025-02-25,True,17.8,242.7,24.27,0.0,266.97,False,domestico,False
T7C3F6A8162,2025-02,2025-02-28,2025-03-20,2025-02-28,True,17.1,234.65,23.47,28.16,286.27,False,domestico,False
T0F4A3A74ED,2025-02,2025-02-26,2025-03-18,2025-03-09,True,24.7,322.05,32.21,38.65,392.9,False,domestico,False
T5BEF82BC17,2025-02,2025-02-28,2025-03-20,2025-05-29,True,12.3,179.45,17.95,21.53,218.93,False,domestico,True
T07AC5856A4,2025-02,2025-02-28,2025-03-20,2025-03-07,True,13.1,188.65,18.87,22.64,230.15,True,domestico,False
T0185184B59,2025-02,2025-02-28,2025-03-20,2025-03-27,True,13.2,189.8,18.98,22.78,231.56,False,domestico,True
T79F8E1FAE8,2025-02,2025-02-26,2025-03-18,2025-03-18,True,15.8,219.7,21.97,26.36,268.03,False,domestico,False
T4D40D256FE,2025-02,2025-03-01,2025-03-21,2025-05-12,True,18.4,249.6,24.96,29.95,304.51,False,domestico,True
TE74495FCDD,2025-02,2025-02-27,2025-03-19,2025-03-24,True,8.8,139.2,13.92,16.7,169.82,False,domestico,True
TAD9ED625D1,2025-02,2025-02-27,2025-03-19,2025-04-08,True,15.6,217.4,21.74,0.0,239.14,False,domestico,True
TE7328B9E12,2025-02,2025-02-27,2025-03-19,2025-04-29,True,0.0,38.0,0.0,4.56,42.56,False,domestico,True
T5FC1C50126,2025-02,2025-02-28,2025-03-20,2025-04-23,True,30.8,392.2,0.0,47.06,439.26,False,domestico,True
T203C71CAC2,2025-02,2025-02-27,2025-03-19,2025-03-03,True,24.3,317.45,31.75,38.09,387.29,False,domestico,False
T1D1F227112,2025-02,2025-02-25,2025-03-17,2025-03-06,True,17.4,238.1,23.81,0.0,261.91,True,domestico,False
TF62BDC6E96,2025-02,2025-02-27,2025-03-19,2025-03-03,True,21.2,497.8,49.78,59.74,607.32,False,comercial,False
T5D35014BC6,2025-02,2025-03-02,2025-03-22,2025-03-14,True,7.2,120.8,12.08,14.5,147.38,False,domestico,False
T9C80DA594D,2025-02,2025-02-25,2025-03-17,2025-03-16,True,6.5,112.75,11.28,13.53,137.56,False,domestico,False
T575100FEE6,2025-02,2025-02-25,2025-03-17,2025-03-03,True,33.6,424.4,42.44,50.93,517.77,False,domestico,False
TFF833858D4,2025-02,2025-02-25,2025-03-17,2025-03-10,True,10.4,157.6,15.76,18.91,192.27,False,domestico,False
T44C452513D,2025-02,2025-02-28,2025-03-20,2025-04-17,True,14.9,209.35,20.94,25.12,255.41,False,domestico,True
TC11C4F89B7,2025-02,2025-02-25,2025-03-17,2025-05-05,True,21.9,289.85,28.99,34.78,353.62,False,domestico,True
T519E11C12F,2025-02,2025-02-25,2025-03-17,2025-03-06,True,11.6,171.4,17.14,20.57,209.11,False,domestico,False
T1D1C3809AD,2025-02,2025-02-26,2025-03-18,2025-03-16,True,35.6,604.0,60.4,72.48,736.88,True,publico,False
T2F89E8ED6F,2025-02,2025-02-25,2025-03-17,2025-03-13,True,18.9,255.35,25.54,30.64,311.53,False,domestico,False
TED624C9B29,2025-02,2025-02-27,2025-03-19,2025-04-02,True,14.8,208.2,20.82,24.98,254.0,False,domestico,True
T80599540B9,2025-02,2025-02-24,2025-03-16,2025-03-09,True,25.0,325.5,32.55,39.06,397.11,False,domestico,False
T99F86EAA03,2025-02,2025-02-25,2025-03-17,2025-02-26,True,20.8,277.2,27.72,0.0,304.92,False,domestico,False
T48E474E620,2025-02,2025-02-26,2025-03-18,2025-03-01,True,15.8,219.7,21.97,26.36,268.03,False,domestico,False
T62F138B69F,2025-02,2025-02-27,2025-03-19,2025-03-08,True,19.1,257.65,25.77,30.92,314.33,True,domestico,False
T0ABCC73F5F,2025-02,2025-02-26,2025-03-18,2025-03-09,True,13.4,192.1,19.21,0.0,211.31,False,domestico,False
T451A03E5F4,2025-02,2025-02-23,2025-03-15,2025-03-02,True,27.1,609.9,60.99,73.19,744.08,False,comercial,False
T28A5C3A212,2025-02,2025-02-25,2025-03-17,2025-05-01,True,7.0,118.5,11.85,14.22,144.57,False,domestico,True
T9BF23AC92B,2025-02,2025-02-26,2025-03-18,2025-03-15,True,13.7,355.3,35.53,42.64,433.47,False,comercial,False
T8D847ABAD5,2025-02,2025-02-26,2025-03-18,2025-03-14,True,7.6,125.4,12.54,15.05,152.99,True,domestico,False
T79AD100612,2025-02,2025-02-24,2025-03-16,2025-04-05,True,15.1,211.65,21.17,25.4,258.21,False,domestico,True
T595C48877B,2025-02,2025-02-27,2025-03-19,2025-03-18,True,19.6,263.4,26.34,31.61,321.35,True,domestico,False
T7E1F631507,2025-02,2025-02-24,2025-03-16,2025-03-16,True,13.8,196.7,19.67,23.6,239.97,False,domestico,False
T7CEE29F570,2025-02,2025-02-25,2025-03-17,2025-02-26,True,10.3,156.45,0.0,18.77,175.22,False,domestico,False
TB28F8F08F4,2025-02,2025-02-26,2025-03-18,2025-04-27,True,10.7,161.05,16.11,19.33,196.48,False,domestico,True
T741A1119FA,2025-02,2025-02-25,2025-03-17,2025-04-11,True,19.0,256.5,25.65,0.0,282.15,False,domestico,True
T26862D1A4A,2025-02,2025-02-25,2025-03-17,2025-03-08,True,32.7,716.3,71.63,85.96,873.89,False,comercial,False
TCB96D14BFD,2025-02,2025-02-25,2025-03-17,2025-03-16,True,13.5,193.25,19.33,23.19,235.76,False,domestico,False
TF07D19AE17,2025-02,2025-02-28,2025-03-20,2025-03-18,True,27.1,476.5,47.65,0.0,524.15,False,publico,False
T7AE1E63696,2025-02,2025-03-01,2025-03-21,2025-03-13,True,10.8,162.2,16.22,19.46,197.88,False,domestico,False
TEA687BEEC8,2025-02,2025-03-02,2025-03-22,2025-03-22,True,13.1,188.65,18.87,22.64,230.15,False,domestico,False
T5C97BD73CE,2025-02,2025-02-28,2025-03-20,2025-03-13,True,15.3,213.95,21.4,25.67,261.02,False,domestico,False
T64DF103F27,2025-02,2025-02-27,2025-03-19,2025-04-19,True,11.3,167.95,16.8,0.0,184.75,False,domestico,True
T962D5133B5,2025-02,2025-03-01,2025-03-21,2025-03-27,True,16.5,227.75,0.0,27.33,255.08,False,domestico,True
TFAE2AFD636,2025-02,2025-02-25,2025-03-17,2025-03-11,True,7.0,118.5,11.85,14.22,144.57,False,domestico,False
T8237A9AE83,2025-02,2025-03-01,2025-03-21,2025-03-21,True,15.4,215.1,21.51,25.81,262.42,False,domestico,False
T124789ED12,2025-02,2025-02-28,2025-03-20,,True,6.2,109.3,10.93,13.12,133.35,False,domestico,True
T77D8F1F07B,2025-02,2025-02-24,2025-03-16,2025-02-24,True,56.6,919.0,91.9,110.28,1121.18,False,publico,False
T88E01EE6A9,2025-02,2025-02-26,2025-03-18,2025-05-19,True,16.8,231.2,23.12,27.74,282.06,False,domestico,True
TCCA2F0E6D1,2025-02,2025-02-24,2025-03-16,2025-04-12,True,12.0,176.0,17.6,21.12,214.72,False,domestico,True
TE7C4074532,2025-02,2025-02-28,2025-03-20,2025-02-28,True,32.3,708.7,70.87,0.0,779.57,False,comercial,False
TE08ACE6D71,2025-02,2025-02-27,2025-03-19,2025-03-07,True,23.7,310.55,31.06,37.27,378.87,True,domestico,False
TF5AB4BC37D,2025-02,2025-03-01,2025-03-21,2025-03-04,True,18.1,246.15,0.0,0.0,246.15,False,domestico,False
T31A37C291B,2025-02,2025-02-25,2025-03-17,2025-03-27,True,12.7,184.05,18.4,22.09,224.54,False,domestico,True
T85072A41C6,2025-02,2025-02-28,2025-03-20,2025-03-07,True,8.0,130.0,13.0,15.6,158.6,False,domestico,False
T3DB8E8C91B,2025-02,2025-02-28,2025-03-20,2025-03-11,True,10.9,163.35,16.34,19.6,199.29,True,domestico,False
T1F21C0A526,2025-02,2025-02-23,2025-03-15,2025-02-28,True,21.4,284.1,28.41,34.09,346.6,False,domestico,False
TC653350390,2025-02,2025-03-01,2025-03-21,2025-03-02,True,10.7,161.05,16.11,19.33,196.48,False,domestico,False
TF357DF2C85,2025-02,2025-03-02,2025-03-22,2025-03-09,True,21.4,284.1,28.41,34.09,346.6,False,domestico,False
TC2B54F643A,2025-02,2025-02-24,2025-03-16,2025-03-16,True,13.5,193.25,19.33,23.19,235.76,False,domestico,False
T62A907AFA1,2025-02,2025-02-28,2025-03-20,2025-03-19,True,6.1,108.15,10.81,12.98,131.94,False,domestico,False
T9B926E1A60,2025-02,2025-03-02,2025-03-22,2025-03-20,True,9.4,146.1,14.61,17.53,178.24,False,domestico,False
T95A557D58C,2025-02,2025-02-25,2025-03-17,2025-04-07,True,121.9,3429.4,342.94,411.53,4183.87,False,industrial,True
T4FD73F8DF8,2025-02,2025-02-23,2025-03-15,2025-02-25,True,9.4,146.1,14.61,17.53,178.24,False,domestico,False
TAA9E781779,2025-02,2025-03-01,2025-03-21,2025-03-05,True,11.5,170.25,17.03,20.43,207.71,True,domestico,False
T5AB667FA59,2025-02,2025-02-27,2025-03-19,2025-03-19,True,22.3,294.45,29.45,35.33,359.23,False,domestico,False
T2FB8838715,2025-02,2025-03-01,2025-03-21,2025-03-25,True,17.2,235.8,23.58,28.3,287.68,False,domestico,True
TDC0B728E72,2025-02,2025-02-27,2025-03-19,2025-03-10,True,41.9,891.1,89.11,106.93,1087.14,True,comercial,False
T500E1E73A5,2025-02,2025-02-24,2025-03-16,2025-03-15,True,13.3,190.95,0.0,22.91,213.86,True,domestico,False
T518D652731,2025-02,2025-02-24,2025-03-16,2025-03-10,True,17.1,234.65,23.47,0.0,258.12,True,domestico,False
T5F78380FF1,2025-02,2025-03-01,2025-03-21,2025-03-14,True,13.4,192.1,19.21,23.05,234.36,False,domestico,False
T2269F4C04A,2025-02,2025-02-25,2025-03-17,2025-02-27,True,40.3,674.5,67.45,80.94,822.89,True,publico,False
T75D0C6EEF9,2025-02,2025-02-28,2025-03-20,2025-05-22,True,95.5,2743.0,274.3,329.16,3346.46,False,industrial,True
T08C84C6180,2025-02,2025-02-28,2025-03-20,2025-03-15,True,17.8,242.7,24.27,29.12,296.09,False,domestico,False
TBE3328794F,2025-02,2025-02-26,2025-03-18,2025-03-28,True,7.8,127.7,12.77,15.32,155.79,False,domestico,True
T7BF732B1D4,2025-02,2025-03-01,2025-03-21,2025-03-06,True,8.4,134.6,13.46,16.15,164.21,False,domestico,False
T680C591820,2025-02,2025-02-27,2025-03-19,2025-02-27,True,6.1,108.15,10.81,0.0,118.96,False,domestico,False
T87B30A11CA,2025-02,2025-02-23,2025-03-15,2025-02-27,True,14.8,208.2,20.82,24.98,254.0,False,domestico,False
T2C69DDD554,2025-02,2025-02-25,2025-03-17,2025-04-15,True,38.1,818.9,0.0,98.27,917.17,False,comercial,True
TB5DCDB3D2B,2025-02,2025-02-23,2025-03-15,2025-03-09,True,0.0,38.0,3.8,0.0,41.8,False,domestico,False
TF1BF705581,2025-02,2025-02-28,2025-03-20,2025-03-24,True,15.7,218.55,21.86,26.23,266.63,False,domestico,True
T7861C2062B,2025-02,2025-02-23,2025-03-15,2025-03-06,True,34.0,580.0,0.0,69.6,649.6,False,publico,False
T3E7A117328,2025-02,2025-02-26,2025-03-18,2025-03-04,True,14.4,203.6,20.36,0.0,223.96,False,domestico,False
T626DE7D352,2025-02,2025-02-26,2025-03-18,2025-02-27,True,50.7,1058.3,105.83,127.0,1291.13,False,comercial,False
T30CED3EF6B,2025-02,2025-03-01,2025-03-21,2025-03-08,True,18.2,247.3,0.0,29.68,276.98,False,domestico,False
T6F621D315F,2025-02,2025-02-26,2025-03-18,2025-03-10,True,24.1,315.15,31.52,37.82,384.48,False,domestico,False
T5AEAFABEEB,2025-02,2025-02-25,2025-03-17,2025-02-25,True,13.0,187.5,0.0,22.5,210.0,True,domestico,False
T6E1A658692,2025-02,2025-02-25,2025-03-17,2025-03-14,True,17.8,242.7,24.27,29.12,296.09,False,domestico,False
TDFD739AFF7,2025-02,2025-02-24,2025-03-16,2025-03-28,True,10.4,157.6,15.76,18.91,192.27,False,domestico,True
T0E7497BE87,2025-02,2025-02-25,2025-03-17,2025-05-24,True,9.9,151.85,15.19,0.0,167.04,False,domestico,True
T63245D9338,2025-02,2025-02-23,2025-03-15,2025-03-11,True,16.8,231.2,23.12,27.74,282.06,False,domestico,False
T2FC1A9FEB9,2025-02,2025-02-23,2025-03-15,2025-03-05,True,16.9,232.35,23.23,27.88,283.47,True,domestico,False
TE5572E3B77,2025-02,2025-03-01,2025-03-21,2025-03-21,True,6.4,111.6,11.16,0.0,122.76,False,domestico,False
T93AE74FC8C,2025-02,2025-02-26,2025-03-18,2025-03-18,True,18.1,246.15,24.62,29.54,300.3,False,domestico,False
TCE4F3C1854,2025-02,2025-02-24,2025-03-16,2025-03-06,True,31.9,404.85,40.48,48.58,493.92,True,domestico,False
T623FDA0FEC,2025-02,2025-02-25,2025-03-17,2025-03-02,True,37.5,469.25,46.93,56.31,572.48,True,domestico,False
T6FCD9FC327,2025-02,2025-02-25,2025-03-17,2025-03-04,True,7.8,127.7,12.77,15.32,155.79,False,domestico,False
T26D49D2B10,2025-02,2025-02-25,2025-03-17,2025-02-25,True,21.6,286.4,28.64,34.37,349.41,False,domestico,False
T6B0F45148F,2025-02,2025-02-27,2025-03-19,2025-03-09,True,73.7,1175.5,117.55,141.06,1434.11,True,publico,False
T5DA6DABC22,2025-02,2025-03-01,2025-03-21,2025-03-20,True,14.3,202.45,20.25,24.29,246.99,True,domestico,False
T4C0FAA9237,2025-02,2025-03-01,2025-03-21,2025-03-01,True,18.8,254.2,25.42,30.5,310.12,False,domestico,False
T629B85F6AE,2025-02,2025-02-24,2025-03-16,2025-03-10,True,15.1,211.65,21.17,25.4,258.21,False,domestico,False
TE6221DA147,2025-02,2025-02-28,2025-03-20,2025-03-06,True,8.3,133.45,13.34,16.01,162.81,False,domestico,False
T7092CB932F,2025-02,2025-02-24,2025-03-16,2025-02-25,True,15.7,218.55,21.86,0.0,240.4,False,domestico,False
T38F3AD60D6,2025-02,2025-02-28,2025-03-20,2025-05-04,True,0.0,38.0,3.8,0.0,41.8,False,domestico,True
T051D6304AA,2025-02,2025-02-23,2025-03-15,2025-02-27,True,10.1,154.15,15.41,18.5,188.06,False,domestico,False
T1677509027,2025-02,2025-03-02,2025-03-22,2025-05-24,True,19.4,261.1,26.11,31.33,318.54,False,domestico,True
TCE43CAAFDD,2025-02,2025-02-24,2025-03-16,2025-03-08,True,12.4,180.6,18.06,21.67,220.33,True,domestico,False
TD6051C60DD,2025-02,2025-02-28,2025-03-20,2025-03-05,True,0.0,95.0,9.5,11.4,115.9,False,comercial,False
TD81C7B0AC7,2025-02,2025-02-24,2025-03-16,2025-03-16,True,13.2,189.8,18.98,22.78,231.56,True,domestico,False
TEB9B6A4FBC,2025-02,2025-02-22,2025-03-14,2025-03-03,True,12.4,180.6,18.06,21.67,220.33,False,domestico,False
T8E67D26322,2025-02,2025-02-27,2025-03-19,2025-03-12,True,11.7,172.55,17.25,0.0,189.8,False,domestico,False
T0E8259349E,2025-02,2025-02-22,2025-03-14,2025-04-11,True,13.7,195.55,19.55,23.47,238.57,False,domestico,True
TEC586A8374,2025-02,2025-02-25,2025-03-17,2025-03-09,True,10.7,161.05,16.11,19.33,196.48,False,domestico,False
T1E40F3A239,2025-02,2025-03-01,2025-03-21,2025-03-21,True,11.7,172.55,17.25,20.71,210.51,False,domestico,False
T716C530DED,2025-02,2025-02-23,2025-03-15,2025-05-22,True,16.6,228.9,22.89,27.47,279.26,False,domestico,True
T7562476AEF,2025-02,2025-02-22,2025-03-14,2025-02-24,True,27.1,609.9,60.99,73.19,744.08,False,comercial,False
TB460453C4D,2025-02,2025-02-27,2025-03-19,2025-03-08,True,15.4,215.1,21.51,25.81,262.42,False,domestico,False
T4A69C0BA6F,2025-02,2025-03-01,2025-03-21,2025-03-22,True,14.5,204.75,20.48,24.57,249.79,False,domestico,True
TB3006B8F03,2025-02,2025-02-26,2025-03-18,2025-03-18,True,10.2,155.3,15.53,0.0,170.83,False,domestico,False
TED3E393477,2025-02,2025-03-01,2025-03-21,2025-04-21,True,15.8,219.7,0.0,0.0,219.7,False,domestico,True
TA014F1FF15,2025-02,2025-02-25,2025-03-17,2025-05-13,True,17.6,240.4,0.0,28.85,269.25,False,domestico,True
T08D24C843D,2025-02,2025-02-22,2025-03-14,2025-05-09,True,24.2,316.3,31.63,37.96,385.89,False,domestico,True
T328C38D103,2025-02,2025-02-25,2025-03-17,2025-03-06,True,18.6,251.9,25.19,0.0,277.09,False,domestico,False
T5D52776F44,2025-02,2025-02-23,2025-03-15,2025-05-03,True,9.3,144.95,14.49,17.39,176.84,False,domestico,True
T350C7F0CAD,2025-02,2025-02-28,2025-03-20,2025-03-07,True,13.5,193.25,19.33,23.19,235.76,True,domestico,False
TE4BF83F9A5,2025-02,2025-02-26,2025-03-18,2025-05-21,True,23.0,302.5,30.25,36.3,369.05,True,domestico,True
T363192FB18,2025-02,2025-02-28,2025-03-20,2025-03-17,True,19.3,259.95,26.0,31.19,317.14,False,domestico,False
TE7D390D6E1,2025-02,2025-02-27,2025-03-19,2025-03-08,True,24.8,323.2,0.0,38.78,361.98,False,domestico,False
TEAED0D702E,2025-02,2025-02-25,2025-03-17,2025-02-28,True,12.9,186.35,18.64,22.36,227.35,True,domestico,False
T76D2631BBE,2025-02,2025-02-25,2025-03-17,2025-03-16,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T41D9DAD65E,2025-02,2025-02-27,2025-03-19,2025-03-19,True,11.5,170.25,17.03,0.0,187.28,True,domestico,False
T4FB688BCF2,2025-02,2025-02-28,2025-03-20,2025-03-15,True,14.2,201.3,20.13,24.16,245.59,False,domestico,False
T49C247A691,2025-02,2025-02-26,2025-03-18,2025-03-14,True,18.5,250.75,0.0,30.09,280.84,False,domestico,False
TAD97E4B580,2025-02,2025-02-26,2025-03-18,2025-03-16,True,17.1,234.65,23.47,28.16,286.27,False,domestico,False
TA6D3C701E5,2025-02,2025-02-24,2025-03-16,2025-02-27,True,0.0,38.0,3.8,4.56,46.36,False,domestico,False
T1629374829,2025-02,2025-02-28,2025-03-20,2025-03-03,True,34.5,750.5,75.05,90.06,915.61,True,comercial,False
TE380DFCDD5,2025-02,2025-02-26,2025-03-18,2025-03-11,True,15.9,220.85,22.09,26.5,269.44,True,domestico,False
TC71E645A97,2025-02,2025-03-01,2025-03-21,2025-03-15,True,15.2,212.8,21.28,25.54,259.62,False,domestico,False
T3B2D063348,2025-02,2025-02-23,2025-03-15,2025-03-05,True,7.7,126.55,12.66,15.19,154.39,False,domestico,False
T6B0703F297,2025-02,2025-02-23,2025-03-15,2025-03-14,True,10.5,158.75,15.88,19.05,193.68,True,domestico,False
T2442BBD224,2025-02,2025-02-27,2025-03-19,2025-03-14,True,0.0,38.0,3.8,0.0,41.8,False,domestico,False
T94AEE9D59A,2025-02,2025-02-28,2025-03-20,2025-04-20,True,9.4,146.1,0.0,17.53,163.63,False,domestico,True
TC36C8FB548,2025-02,2025-02-28,2025-03-20,2025-03-13,True,12.1,177.15,17.71,21.26,216.12,False,domestico,False
TEA6C60108F,2025-02,2025-02-25,2025-03-17,2025-03-13,True,51.2,1067.8,106.78,128.14,1302.72,False,comercial,False
T5D0DA4A5A3,2025-02,2025-02-28,2025-03-20,2025-03-17,True,13.6,194.4,19.44,23.33,237.17,False,domestico,False
TCE2F3968A5,2025-02,2025-03-02,2025-03-22,2025-04-17,True,13.2,189.8,18.98,22.78,231.56,False,domestico,True
T3290CE40ED,2025-02,2025-03-01,2025-03-21,2025-03-04,True,22.3,294.45,29.45,35.33,359.23,False,domestico,False
TFF800A383C,2025-02,2025-02-27,2025-03-19,2025-03-08,True,14.7,207.05,20.7,24.85,252.6,True,domestico,False
T43D369AD4F,2025-02,2025-02-26,2025-03-18,,True,9.8,150.7,15.07,18.08,183.85,False,domestico,False
T2558B25F4A,2025-02,2025-02-23,2025-03-15,2025-02-26,True,13.0,187.5,18.75,0.0,206.25,False,domestico,False
TF2D53B5266,2025-02,2025-02-28,2025-03-20,2025-03-11,True,13.4,192.1,19.21,23.05,234.36,False,domestico,False
T46E626FB09,2025-02,2025-02-28,2025-03-20,2025-03-27,True,19.7,264.55,26.45,31.75,322.75,False,domestico,True
T7E0A59EC74,2025-02,2025-02-25,2025-03-17,2025-03-13,True,5.3,98.95,9.89,11.87,120.72,False,domestico,False
TDB77C6E5BA,2025-02,2025-02-24,2025-03-16,2025-02-25,True,10.7,161.05,16.11,19.33,196.48,False,domestico,False
TB2420A8657,2025-02,2025-02-27,2025-03-19,2025-02-28,True,9.9,151.85,15.19,18.22,185.26,True,domestico,False
TB1246EBDB6,2025-02,2025-02-23,2025-03-15,2025-03-01,True,7.1,119.65,11.96,14.36,145.97,False,domestico,False
T8C8BD1D187,2025-02,2025-02-24,2025-03-16,2025-03-09,True,56.7,690.05,69.01,82.81,841.86,False,domestico,False
T9A87FD75BB,2025-02,2025-02-27,2025-03-19,2025-03-09,True,15.5,216.25,0.0,25.95,242.2,False,domestico,False
T7220DB253B,2025-02,2025-02-26,2025-03-18,2025-05-07,True,18.2,247.3,24.73,29.68,301.71,False,domestico,True
T024582A041,2025-02,2025-02-26,2025-03-18,2025-03-12,True,24.4,558.6,55.86,67.03,681.49,False,comercial,False
TA3D7EB0EB6,2025-02,2025-02-26,2025-03-18,2025-03-07,True,1.7,127.3,12.73,15.28,155.31,True,comercial,False
T980F08905D,2025-02,2025-02-24,2025-03-16,2025-03-08,True,10.5,158.75,15.88,19.05,193.68,False,domestico,False
T0070991C4A,2025-02,2025-02-24,2025-03-16,2025-03-14,True,13.8,196.7,19.67,23.6,239.97,False,domestico,False
TE62F9D24A2,2025-02,2025-02-27,2025-03-19,2025-03-04,True,20.2,270.3,27.03,0.0,297.33,False,domestico,False
T660F58D22C,2025-02,2025-02-23,2025-03-15,2025-02-25,True,17.7,431.3,43.13,51.76,526.19,False,comercial,False
TC9C59FD3C0,2025-02,2025-02-28,2025-03-20,2025-03-15,True,11.8,173.7,17.37,0.0,191.07,False,domestico,False
TC85BCF4679,2025-02,2025-02-25,2025-03-17,2025-05-21,True,20.3,271.45,27.15,32.57,331.17,False,domestico,True
T711A4FB3DC,2025-02,2025-02-23,2025-03-15,2025-02-24,True,7.6,125.4,12.54,15.05,152.99,False,domestico,False
TDA01857472,2025-02,2025-02-23,2025-03-15,2025-02-27,True,5.8,104.7,10.47,12.56,127.73,False,domestico,False
T593C7D2F36,2025-02,2025-02-25,2025-03-17,2025-03-17,True,10.4,157.6,15.76,18.91,192.27,False,domestico,False
TAD1B3ECAF6,2025-02,2025-02-26,2025-03-18,2025-03-09,True,17.1,234.65,23.47,28.16,286.27,False,domestico,False
