id_toma,periodo,fecha_lectura,lectura_inicial,lectura_final,consumo_m3,medidor_mudo,tiene_fuga
T4D34DCD6FE,2025-07,2025-07-23,841.1,855.4,14.3,False,False
T8F2163E1AC,2025-07,2025-07-21,1675.0,1699.7,24.7,False,False
T6D36EEA27E,2025-07,2025-07-21,315.8,331.5,15.7,False,False
TD718599337,2025-07,2025-07-21,1284.4,1324.7,40.3,False,False
TACFC1D584E,2025-07,2025-07-22,1421.6,1442.6,21.0,False,False
TE1CE4D9E5A,2025-07,2025-07-21,441.4,460.1,18.7,False,False
TEEB9050E6F,2025-07,2025-07-23,911.4,931.8,20.4,False,False
T266175A7E1,2025-07,2025-07-23,1616.0,1616.0,0.0,True,False
T188F8436EB,2025-07,2025-07-23,548.8,561.0,12.2,False,False
TBF5EF4019A,2025-07,2025-07-22,915.0,924.2,9.2,False,False
TF8038E3438,2025-07,2025-07-23,789.2,797.8,8.6,False,False
T14A35B501D,2025-07,2025-07-20,1312.1,1340.8,28.7,False,False
TACA1F6575E,2025-07,2025-07-21,172.5,179.6,7.1,False,False
T425CF74F89,2025-07,2025-07-23,987.2,988.9,1.7,False,False
T7E561E41DF,2025-07,2025-07-24,1673.6,1688.6,15.0,False,False
TAE21909B09,2025-07,2025-07-24,650.7,663.2,12.5,False,False
TA49FD77129,2025-07,2025-07-24,1320.3,1352.9,32.6,False,False
T83C53CBDE3,2025-07,2025-07-24,971.0,993.8,22.8,False,False
T8989E9F3E0,2025-07,2025-07-23,1266.5,1288.9,22.4,False,False
T0E868A3F47,2025-07,2025-07-24,1726.2,1743.3,17.1,False,False
TAA4A146A6F,2025-07,2025-07-24,1002.6,1012.9,10.3,False,False
T929701588B,2025-07,2025-07-20,658.8,666.5,7.7,False,False
TCBA87E8F93,2025-07,2025-07-22,1611.7,1627.6,15.9,False,False
T71B2CE98BC,2025-07,2025-07-21,1714.2,1739.1,24.9,False,False
T3104E606FB,2025-07,2025-07-22,1636.5,1649.4,12.9,False,False
TC9C584B8EF,2025-07,2025-07-20,681.0,692.3,11.3,False,False
T42EAACA5A6,2025-07,2025-07-21,557.3,569.5,12.2,False,False
T27CD292019,2025-07,2025-07-20,1596.2,1623.2,27.0,False,False
T2631941D4D,2025-07,2025-07-21,1719.2,1733.3,14.1,False,False
TD6D0D046B5,2025-07,2025-07-21,443.6,452.1,8.5,False,False
T930BCF26DA,2025-07,2025-07-22,1600.8,,,False,False
T7A263D97A8,2025-07,2025-07-24,406.0,423.0,17.0,False,False
T84CC232045,2025-07,2025-07-22,1115.1,1124.5,9.4,False,False
T1F7089E5B3,2025-07,2025-07-22,1393.9,1414.2,20.3,False,False
T6DD01C39D7,2025-07,2025-07-21,1385.9,1421.1,35.2,False,False
TE3814F5946,2025-07,2025-07-24,1173.2,1179.9,6.7,False,False
T260F6D657D,2025-07,2025-07-24,1681.2,1697.0,15.8,False,False
TF9F158A927,2025-07,2025-07-20,890.1,904.4,14.3,False,False
T2A78E596A5,2025-07,2025-07-22,686.2,704.2,18.0,False,False
T48829C6681,2025-07,2025-07-25,831.6,848.3,16.7,False,False
T5446AB5D4F,2025-07,2025-07-21,1463.6,1471.3,7.7,False,False
T6FEE2A0A85,2025-07,2025-07-24,414.5,426.3,11.8,False,False
T37BA3005AD,2025-07,2025-07-21,1284.2,1308.0,23.8,False,False
T599538981A,2025-07,2025-07-22,1432.8,1469.7,36.9,False,False
TC1FE3D7E79,2025-07,2025-07-24,1247.8,1262.6,14.8,False,False
TAB633F4546,2025-07,2025-07-21,416.4,416.4,0.0,True,False
TEF123948C4,2025-07,2025-07-23,686.9,696.5,9.6,False,False
T50EA3E30B0,2025-07,2025-07-20,1218.4,1229.6,11.2,False,False
T10E8B50E63,2025-07,2025-07-25,1490.9,1490.9,0.0,True,False
T75445AB825,2025-07,2025-07-20,1258.2,1268.1,9.9,False,False
T9AEC04CEE6,2025-07,2025-07-22,315.0,322.6,7.6,False,False
TE59C7E0558,2025-07,2025-07-23,486.0,493.3,7.3,False,False
T017F5CC857,2025-07,2025-07-20,1519.9,1544.2,24.3,False,False
T5740214D00,2025-07,2025-07-25,493.4,499.5,6.1,False,False
TA54FDBC969,2025-07,2025-07-24,1112.9,1196.1,83.2,False,True
T79348D1D8C,2025-07,2025-07-23,1010.2,1058.3,48.1,False,False
T0C38B9638D,2025-07,2025-07-20,1105.9,1139.1,33.2,False,False
TF8CD7DEDDA,2025-07,2025-07-23,877.2,894.4,17.2,False,False
TD4AA44C620,2025-07,2025-07-22,841.0,863.2,22.2,False,False
TBA22021045,2025-07,2025-07-22,1059.4,1118.4,59.0,False,False
TAE4991C39A,2025-07,2025-07-24,1606.9,1622.1,15.2,False,False
T926427EC22,2025-07,2025-07-23,781.5,796.3,14.8,False,False
T03F3726F54,2025-07,2025-07-21,1063.8,1075.1,11.3,False,False
T9C5C1B51E6,2025-07,2025-07-25,388.2,410.0,21.8,False,False
TAB67F85714,2025-07,2025-07-24,1737.5,1758.8,21.3,False,False
T021E4A2B45,2025-07,2025-07-24,677.3,688.8,11.5,False,False
T9C284C6EDE,2025-07,2025-07-25,1601.4,1618.8,17.4,False,False
TE5AE06739E,2025-07,2025-07-25,316.5,331.4,14.9,False,False
T01F422D988,2025-07,2025-07-24,1620.7,1629.6,8.9,False,False
T812E69DF24,2025-07,2025-07-24,1258.8,1319.2,60.4,False,False
T1753290875,2025-07,2025-07-25,1534.4,1552.5,18.1,False,False
T6453265506,2025-07,2025-07-22,2762.3,2874.1,111.8,False,False
T3DCE54CBCD,2025-07,2025-07-20,324.3,331.2,6.9,False,False
T25A59C1230,2025-07,2025-07-22,414.2,436.4,22.2,False,False
T7149DBE7E7,2025-07,2025-07-20,1194.4,1221.9,27.5,False,False
T17B01CE93D,2025-07,2025-07-21,1463.7,1477.0,13.3,False,False
T2A7B7C0706,2025-07,2025-07-20,1445.5,1460.8,15.3,False,False
TA2A12750E0,2025-07,2025-07-23,579.8,591.8,12.0,False,False
TCDF5CCF9D1,2025-07,2025-07-25,1762.6,1782.2,19.6,False,False
T136877D852,2025-07,2025-07-22,1197.9,1215.9,18.0,False,False
TD93E7F3525,2025-07,2025-07-25,1280.3,1293.2,12.9,False,True
T9E698DAD97,2025-07,2025-07-25,431.3,450.2,18.9,False,False
TA7CD008CD2,2025-07,2025-07-24,1491.1,1510.3,19.2,False,False
TB5E2F0D295,2025-07,2025-07-20,968.5,980.8,12.3,False,False
T886651EB56,2025-07,2025-07-25,1790.4,1816.8,26.4,False,False
T726E26C014,2025-07,2025-07-21,527.5,533.2,5.7,False,False
T47801013F9,2025-07,2025-07-22,348.8,362.8,14.0,False,False
T7B44E5C01C,2025-07,2025-07-25,1149.3,1154.9,5.6,False,False
T06E1B5C91E,2025-07,2025-07-20,736.8,750.1,13.3,False,False
TBD7AFAA9AB,2025-07,2025-07-22,1282.8,1298.1,15.3,False,False
T3A8AE15DE9,2025-07,2025-07-21,1092.6,1104.4,11.8,False,False
T90FCBE8560,2025-07,2025-07-23,1346.2,1357.0,10.8,False,False
T6B76BCDCC8,2025-07,2025-07-22,1952.9,2012.9,60.0,False,False
T6B61D786E8,2025-07,2025-07-24,1109.0,1119.2,10.2,False,False
TD8B8E83F9D,2025-07,2025-07-24,1427.2,,,False,False
T353F39960E,2025-07,2025-07-24,485.1,493.2,8.1,False,False
TC44518846F,2025-07,2025-07-20,429.6,447.3,17.7,False,False
T3DBD424B8F,2025-07,2025-07-22,670.1,685.8,15.7,False,False
TB8E4E6CA4C,2025-07,2025-07-21,994.8,1035.2,40.4,False,False
T54630B6404,2025-07,2025-07-24,402.2,420.9,18.7,False,False
T71623730B1,2025-07,2025-07-20,1154.2,1165.0,10.8,False,False
T7436A106AE,2025-07,2025-07-21,500.0,500.0,0.0,True,False
T6191B8FD69,2025-07,2025-07-22,1217.1,1227.1,10.0,False,False
TBA7727A83B,2025-07,2025-07-22,539.5,549.2,9.7,False,False
T66B24DDB8C,2025-07,2025-07-20,1695.9,1711.2,15.3,False,False
T0EAA0EDBAF,2025-07,2025-07-22,960.1,960.1,0.0,True,False
TDCBC842E3A,2025-07,2025-07-25,637.1,703.0,65.9,False,True
T305BACE840,2025-07,2025-07-20,860.7,878.1,17.4,False,False
TAD0E244201,2025-07,2025-07-22,1239.5,1262.7,23.2,False,False
T824A68B378,2025-07,2025-07-20,1293.3,1299.3,6.0,False,False
T9F72B39B89,2025-07,2025-07-25,727.0,734.6,7.6,False,False
T0380D1AD85,2025-07,2025-07-21,1157.9,1177.1,19.2,False,False
TD58AFBB420,2025-07,2025-07-25,2141.0,2184.5,43.5,False,False
TB1A6FA6009,2025-07,2025-07-20,428.6,441.2,12.6,False,False
TB95EB354D9,2025-07,2025-07-24,1145.4,1158.8,13.4,False,False
T6EBEC2B9E3,2025-07,2025-07-23,618.3,626.0,7.7,False,False
TCBAFB86C54,2025-07,2025-07-22,1613.3,1624.3,11.0,False,False
T2D884BEE59,2025-07,2025-07-23,1329.8,1349.6,19.8,False,False
T81E3CAC404,2025-07,2025-07-23,1318.5,1338.2,19.7,False,True
TB13246DF04,2025-07,2025-07-25,2195.6,2262.0,66.4,False,False
T38FC29870C,2025-07,2025-07-20,962.5,967.4,4.9,False,False
T0B952300A6,2025-07,2025-07-20,1194.4,1208.4,14.0,False,False
T592EE5AE5A,2025-07,2025-07-22,557.7,573.7,16.0,False,False
T8AB7B992DC,2025-07,2025-07-23,1581.4,1591.4,10.0,False,False
TE13531501B,2025-07,2025-07-21,289.7,303.8,14.1,False,False
T603C6A7DDF,2025-07,2025-07-21,1902.0,1952.0,50.0,False,False
T9B1CF87E17,2025-07,2025-07-22,668.6,685.9,17.3,False,False
T7E47E27FFB,2025-07,2025-07-22,1132.5,1141.6,9.1,False,False
T2FE3E18EED,2025-07,2025-07-20,1085.4,1104.2,18.8,False,False
T518FD2CD05,2025-07,2025-07-23,808.7,825.9,17.2,False,False
TCA03B52F53,2025-07,2025-07-25,401.1,414.5,13.4,False,False
TC97F0C81C8,2025-07,2025-07-20,2363.3,2492.6,129.3,False,False
T5825BB17FC,2025-07,2025-07-25,797.8,839.9,42.1,False,False
TC5E185C6E8,2025-07,2025-07-22,230.5,244.9,14.4,False,False
TEAD9E81003,2025-07,2025-07-22,877.2,890.7,13.5,False,False
TE23D5A574A,2025-07,2025-07-20,910.8,920.4,9.6,False,False
T04048D53A3,2025-07,2025-07-25,700.7,707.5,6.8,False,False
TE1AA9E77A7,2025-07,2025-07-23,949.5,954.6,5.1,False,False
TC54C99BA73,2025-07,2025-07-24,842.6,879.4,36.8,False,False
T013C0F8B57,2025-07,2025-07-21,1394.1,1404.4,10.3,False,False
T3C23C0A42C,2025-07,2025-07-20,1036.3,1059.0,22.7,False,False
TEDB2598366,2025-07,2025-07-21,1217.8,1229.4,11.6,False,False
T03D524AC98,2025-07,2025-07-22,1496.5,1511.9,15.4,False,False
T9B658694D7,2025-07,2025-07-25,689.9,708.6,18.7,False,False
T827DB403EF,2025-07,2025-07-20,1020.6,,,False,False
TD5960FA89C,2025-07,2025-07-22,1164.2,1207.3,43.1,False,True
TEB9CD6778B,2025-07,2025-07-21,1475.2,1487.1,11.9,False,False
TCFB896C903,2025-07,2025-07-25,708.0,719.8,11.8,False,False
T4EBE5132B6,2025-07,2025-07-20,851.9,868.5,16.6,False,False
TD6D7800440,2025-07,2025-07-25,1434.9,1445.4,10.5,False,False
TB1AE49FA20,2025-07,2025-07-21,555.3,567.2,11.9,False,False
TF4940B0970,2025-07,2025-07-22,1149.6,1161.0,11.4,False,False
T6492EC951E,2025-07,2025-07-22,831.8,888.8,57.0,False,False
T5B2FD74A85,2025-07,2025-07-25,1430.1,1455.5,25.4,False,False
TCF1A6CDF80,2025-07,2025-07-25,436.6,456.3,19.7,False,False
TBA965CD37E,2025-07,2025-07-23,325.9,325.9,0.0,True,False
T8917AF33E8,2025-07,2025-07-20,1047.6,1118.6,71.0,False,False
T4F696F6C0E,2025-07,2025-07-23,366.9,381.3,14.4,False,False
TFB9BD0FCA4,2025-07,2025-07-24,1736.2,1776.4,40.2,False,False
T6372E1147F,2025-07,2025-07-25,1078.9,1102.0,23.1,False,False
T8B4FC280C2,2025-07,2025-07-22,474.9,486.1,11.2,False,False
T0AF0DD2FE5,2025-07,2025-07-20,1012.9,1025.3,12.4,False,False
T9BABD62590,2025-07,2025-07-20,1339.4,1384.3,44.9,False,False
TBBD0028CDB,2025-07,2025-07-20,911.7,921.5,9.8,False,False
T30E453AB34,2025-07,2025-07-22,978.3,992.7,14.4,False,False
T7DC59256DC,2025-07,2025-07-20,648.5,681.8,33.3,False,False
TCC371206BC,2025-07,2025-07-25,488.6,500.9,12.3,False,False
TDEF092A4C5,2025-07,2025-07-25,1430.6,1440.6,10.0,False,False
TE13FCEC631,2025-07,2025-07-21,1085.7,1102.9,17.2,False,False
T7C3F6A8162,2025-07,2025-07-25,1426.1,1442.8,16.7,False,False
T0F4A3A74ED,2025-07,2025-07-24,827.5,847.0,19.5,False,False
T5BEF82BC17,2025-07,2025-07-20,1332.5,1343.2,10.7,False,False
T07AC5856A4,2025-07,2025-07-23,628.5,641.8,13.3,False,False
T0185184B59,2025-07,2025-07-23,1182.2,1194.5,12.3,False,False
T79F8E1FAE8,2025-07,2025-07-25,252.8,268.2,15.4,False,False
T4D40D256FE,2025-07,2025-07-25,1079.2,1102.0,22.8,False,False
TE74495FCDD,2025-07,2025-07-25,1533.5,1545.4,11.9,False,False
TAD9ED625D1,2025-07,2025-07-24,1428.5,1441.4,12.9,False,False
TE7328B9E12,2025-07,2025-07-21,619.0,625.1,6.1,False,False
T5FC1C50126,2025-07,2025-07-20,1174.8,1197.1,22.3,False,False
T203C71CAC2,2025-07,2025-07-20,1624.3,1642.8,18.5,False,False
T1D1F227112,2025-07,2025-07-24,723.2,736.0,12.8,False,False
TF62BDC6E96,2025-07,2025-07-24,1623.0,1623.0,0.0,True,False
T5D35014BC6,2025-07,2025-07-21,1605.3,1611.3,6.0,False,False
T9C80DA594D,2025-07,2025-07-22,680.4,689.6,9.2,False,False
T575100FEE6,2025-07,2025-07-25,474.3,496.4,22.1,False,False
TFF833858D4,2025-07,2025-07-22,1624.4,1635.3,10.9,False,False
T44C452513D,2025-07,2025-07-23,806.7,822.8,16.1,False,False
TC11C4F89B7,2025-07,2025-07-23,423.5,444.2,20.7,False,False
T519E11C12F,2025-07,2025-07-24,273.9,285.3,11.4,False,False
T1D1C3809AD,2025-07,2025-07-21,1122.3,1170.9,48.6,False,False
T2F89E8ED6F,2025-07,2025-07-20,1423.0,1439.8,16.8,False,False
TED624C9B29,2025-07,2025-07-23,1388.1,1404.9,16.8,False,False
T80599540B9,2025-07,2025-07-24,435.7,435.7,0.0,True,False
T99F86EAA03,2025-07,2025-07-23,903.8,923.4,19.6,False,False
T48E474E620,2025-07,2025-07-21,1343.7,1361.2,17.5,False,False
T62F138B69F,2025-07,2025-07-25,1407.8,1424.8,17.0,False,False
T0ABCC73F5F,2025-07,2025-07-24,1341.1,1351.0,9.9,False,False
T451A03E5F4,2025-07,2025-07-25,921.0,945.2,24.2,False,False
T28A5C3A212,2025-07,2025-07-24,899.3,910.2,10.9,False,False
T9BF23AC92B,2025-07,2025-07-20,1058.6,1070.9,12.3,False,False
T8D847ABAD5,2025-07,2025-07-24,896.0,896.0,0.0,True,False
T79AD100612,2025-07,2025-07-24,1220.4,1241.3,20.9,False,False
T595C48877B,2025-07,2025-07-24,1105.8,1123.7,17.9,False,False
T7E1F631507,2025-07,2025-07-21,249.2,289.3,40.1,False,True
T7CEE29F570,2025-07,2025-07-25,463.9,476.1,12.2,False,False
TB28F8F08F4,2025-07,2025-07-21,841.3,850.8,9.5,False,False
T741A1119FA,2025-07,2025-07-24,516.9,537.3,20.4,False,False
T26862D1A4A,2025-07,2025-07-21,1913.9,1953.7,39.8,False,False
TCB96D14BFD,2025-07,2025-07-25,693.9,693.9,0.0,True,False
TF07D19AE17,2025-07,2025-07-24,545.9,579.2,33.3,False,False
T7AE1E63696,2025-07,2025-07-22,1478.5,1492.7,14.2,False,False
TEA687BEEC8,2025-07,2025-07-23,513.7,526.3,12.6,False,False
T5C97BD73CE,2025-07,2025-07-24,1611.1,1611.1,0.0,True,False
T64DF103F27,2025-07,2025-07-24,410.9,418.9,8.0,False,False
T962D5133B5,2025-07,2025-07-24,1317.4,1332.1,14.7,False,False
TFAE2AFD636,2025-07,2025-07-24,1439.1,1445.7,6.6,False,False
T8237A9AE83,2025-07,2025-07-20,526.2,544.8,18.6,False,False
T124789ED12,2025-07,2025-07-23,899.4,907.9,8.5,False,False
T77D8F1F07B,2025-07,2025-07-22,1187.8,1238.5,50.7,False,False
T88E01EE6A9,2025-07,2025-07-23,748.4,768.4,20.0,False,False
TCCA2F0E6D1,2025-07,2025-07-20,570.3,583.7,13.4,False,False
TE7C4074532,2025-07,2025-07-25,499.6,530.2,30.6,False,False
TE08ACE6D71,2025-07,2025-07-22,1604.4,1622.2,17.8,False,False
TF5AB4BC37D,2025-07,2025-07-24,579.8,594.5,14.7,False,False
T31A37C291B,2025-07,2025-07-23,213.2,213.2,0.0,True,False
T85072A41C6,2025-07,2025-07-22,1364.7,1377.1,12.4,False,False
T3DB8E8C91B,2025-07,2025-07-21,1091.1,1102.5,11.4,False,False
T1F21C0A526,2025-07,2025-07-24,469.2,492.2,23.0,False,False
TC653350390,2025-07,2025-07-21,1444.6,1458.0,13.4,False,False
TF357DF2C85,2025-07,2025-07-21,734.5,750.8,16.3,False,False
TC2B54F643A,2025-07,2025-07-20,448.7,458.7,10.0,False,False
T62A907AFA1,2025-07,2025-07-21,675.4,682.8,7.4,False,False
T9B926E1A60,2025-07,2025-07-22,885.7,895.0,9.3,False,False
T95A557D58C,2025-07,2025-07-25,2560.3,2720.8,160.5,False,False
T4FD73F8DF8,2025-07,2025-07-23,284.3,292.9,8.6,False,False
TAA9E781779,2025-07,2025-07-23,1172.1,1182.9,10.8,False,False
T5AB667FA59,2025-07,2025-07-20,1340.0,1360.0,20.0,False,False
T2FB8838715,2025-07,2025-07-23,1607.0,1607.0,0.0,True,False
TDC0B728E72,2025-07,2025-07-24,1376.8,1376.8,0.0,True,False
T500E1E73A5,2025-07,2025-07-23,919.1,927.3,8.2,False,False
T518D652731,2025-07,2025-07-25,751.5,765.6,14.1,False,False
T5F78380FF1,2025-07,2025-07-23,934.9,949.1,14.2,False,False
T2269F4C04A,2025-07,2025-07-20,1446.5,1503.7,57.2,False,False
T75D0C6EEF9,2025-07,2025-07-23,2546.3,2680.6,134.3,False,False
T08C84C6180,2025-07,2025-07-22,444.2,463.4,19.2,False,False
TBE3328794F,2025-07,2025-07-25,1079.0,1086.9,7.9,False,False
T7BF732B1D4,2025-07,2025-07-20,1213.6,1227.3,13.7,False,False
T680C591820,2025-07,2025-07-25,1170.8,1177.9,7.1,False,False
T87B30A11CA,2025-07,2025-07-22,1574.7,1585.0,10.3,False,False
T2C69DDD554,2025-07,2025-07-20,1320.6,1320.6,0.0,True,False
TB5DCDB3D2B,2025-07,2025-07-25,1404.0,1410.9,6.9,False,False
TF1BF705581,2025-07,2025-07-21,850.4,871.9,21.5,False,False
T7861C2062B,2025-07,2025-07-24,1900.2,1934.8,34.6,False,False
T3E7A117328,2025-07,2025-07-23,481.6,496.3,14.7,False,False
T626DE7D352,2025-07,2025-07-24,1632.3,1688.4,56.1,False,False
T30CED3EF6B,2025-07,2025-07-20,1128.1,1150.6,22.5,False,False
T6F621D315F,2025-07,2025-07-20,436.6,460.4,23.8,False,False
T5AEAFABEEB,2025-07,2025-07-20,1102.8,1112.1,9.3,False,False
T6E1A658692,2025-07,2025-07-20,721.9,735.5,13.6,False,False
TDFD739AFF7,2025-07,2025-07-25,1485.3,1497.7,12.4,False,False
T0E7497BE87,2025-07,2025-07-22,368.8,377.6,8.8,False,False
T63245D9338,2025-07,2025-07-20,462.2,480.4,18.2,False,False
T2FC1A9FEB9,2025-07,2025-07-20,520.1,534.1,14.0,False,False
TE5572E3B77,2025-07,2025-07-20,1539.2,1539.2,0.0,True,False
T93AE74FC8C,2025-07,2025-07-25,1025.5,1044.2,18.7,False,False
TCE4F3C1854,2025-07,2025-07-20,1909.5,1942.4,32.9,False,False
T623FDA0FEC,2025-07,2025-07-24,922.7,,,False,True
T6FCD9FC327,2025-07,2025-07-22,487.0,493.1,6.1,False,False
T26D49D2B10,2025-07,2025-07-23,1199.8,1258.3,58.5,False,True
T6B0F45148F,2025-07,2025-07-24,1629.8,1723.1,93.3,False,False
T5DA6DABC22,2025-07,2025-07-22,718.1,732.1,14.0,False,False
T4C0FAA9237,2025-07,2025-07-22,1047.1,1070.3,23.2,False,False
T629B85F6AE,2025-07,2025-07-25,1529.8,1544.7,14.9,False,False
TE6221DA147,2025-07,2025-07-21,892.3,905.3,13.0,False,False
T7092CB932F,2025-07,2025-07-20,1463.9,1476.7,12.8,False,False
T38F3AD60D6,2025-07,2025-07-22,547.2,565.0,17.8,False,False
T051D6304AA,2025-07,2025-07-24,1142.2,1150.5,8.3,False,False
T1677509027,2025-07,2025-07-21,589.8,601.9,12.1,False,False
TCE43CAAFDD,2025-07,2025-07-22,1092.1,1100.8,8.7,False,False
TD6051C60DD,2025-07,2025-07-24,1505.6,1541.4,35.8,False,False
TD81C7B0AC7,2025-07,2025-07-20,1590.6,1605.5,14.9,False,False
TEB9B6A4FBC,2025-07,2025-07-22,943.6,960.4,16.8,False,False
T8E67D26322,2025-07,2025-07-21,1740.0,1756.4,16.4,False,False
T0E8259349E,2025-07,2025-07-21,351.3,370.0,18.7,False,False
TEC586A8374,2025-07,2025-07-25,1094.6,1106.5,11.9,False,False
T1E40F3A239,2025-07,2025-07-20,1138.0,,,False,False
T716C530DED,2025-07,2025-07-25,674.0,691.6,17.6,False,False
T7562476AEF,2025-07,2025-07-22,1706.1,1727.3,21.2,False,False
TB460453C4D,2025-07,2025-07-21,382.2,398.1,15.9,False,False
T4A69C0BA6F,2025-07,2025-07-25,643.0,663.5,20.5,False,False
TB3006B8F03,2025-07,2025-07-20,845.0,857.2,12.2,False,False
TED3E393477,2025-07,2025-07-23,1707.0,1726.7,19.7,False,False
TA014F1FF15,2025-07,2025-07-21,1247.5,1263.6,16.1,False,False
T08D24C843D,2025-07,2025-07-24,501.8,501.8,0.0,True,False
T328C38D103,2025-07,2025-07-23,1737.6,1737.6,0.0,True,False
T5D52776F44,2025-07,2025-07-21,508.8,516.0,7.2,False,False
T350C7F0CAD,2025-07,2025-07-20,594.5,605.9,11.4,False,False
TE4BF83F9A5,2025-07,2025-07-22,1565.4,1593.0,27.6,False,False
T363192FB18,2025-07,2025-07-21,1164.6,1178.7,14.1,False,False
TE7D390D6E1,2025-07,2025-07-24,1093.6,1110.9,17.3,False,False
TEAED0D702E,2025-07,2025-07-23,1074.1,1088.2,14.1,False,False
T76D2631BBE,2025-07,2025-07-20,1352.3,1367.2,14.9,False,False
T41D9DAD65E,2025-07,2025-07-24,725.9,739.3,13.4,False,False
T4FB688BCF2,2025-07,2025-07-25,1246.9,1266.8,19.9,False,False
T49C247A691,2025-07,2025-07-20,719.3,735.8,16.5,False,False
TAD97E4B580,2025-07,2025-07-25,280.7,301.3,20.6,False,False
TA6D3C701E5,2025-07,2025-07-25,436.9,451.8,14.9,False,False
T1629374829,2025-07,2025-07-23,955.0,983.4,28.4,False,False
TE380DFCDD5,2025-07,2025-07-21,1238.7,1250.7,12.0,False,False
TC71E645A97,2025-07,2025-07-21,931.0,945.6,14.6,False,False
T3B2D063348,2025-07,2025-07-22,431.4,439.2,7.8,False,False
T6B0703F297,2025-07,2025-07-23,1113.0,1126.4,13.4,False,False
T2442BBD224,2025-07,2025-07-25,781.4,798.4,17.0,False,False
T94AEE9D59A,2025-07,2025-07-24,1086.9,1095.6,8.7,False,False
TC36C8FB548,2025-07,2025-07-20,1472.1,1484.2,12.1,False,False
TEA6C60108F,2025-07,2025-07-23,1803.8,1836.7,32.9,False,False
T5D0DA4A5A3,2025-07,2025-07-23,1003.7,1017.1,13.4,False,False
TCE2F3968A5,2025-07,2025-07-22,1054.3,1068.1,13.8,False,False
T3290CE40ED,2025-07,2025-07-25,1588.1,1605.2,17.1,False,False
TFF800A383C,2025-07,2025-07-25,1206.3,1216.5,10.2,False,False
T43D369AD4F,2025-07,2025-07-24,850.0,861.3,11.3,False,False
T2558B25F4A,2025-07,2025-07-21,231.2,246.5,15.3,False,False
TF2D53B5266,2025-07,2025-07-25,1515.9,1532.6,16.7,False,False
T46E626FB09,2025-07,2025-07-24,384.0,409.0,25.0,False,False
T7E0A59EC74,2025-07,2025-07-20,435.3,442.7,7.4,False,False
TDB77C6E5BA,2025-07,2025-07-21,680.5,691.1,10.6,False,False
TB2420A8657,2025-07,2025-07-21,1202.8,1209.4,6.6,False,False
TB1246EBDB6,2025-07,2025-07-21,677.1,682.9,5.8,False,False
T8C8BD1D187,2025-07,2025-07-20,1425.9,1447.0,21.1,False,False
T9A87FD75BB,2025-07,2025-07-24,630.2,645.5,15.3,False,False
T7220DB253B,2025-07,2025-07-21,816.0,835.0,19.0,False,False
T024582A041,2025-07,2025-07-20,1606.6,1627.8,21.2,False,False
TA3D7EB0EB6,2025-07,2025-07-23,1413.3,1415.1,1.8,False,False
T980F08905D,2025-07,2025-07-20,1431.3,1440.4,9.1,False,False
T0070991C4A,2025-07,2025-07-24,496.1,509.9,13.8,False,False
TE62F9D24A2,2025-07,2025-07-25,902.3,918.4,16.1,False,False
T660F58D22C,2025-07,2025-07-20,1389.3,1407.9,18.6,False,False
TC9C59FD3C0,2025-07,2025-07-21,1476.2,1488.0,11.8,False,False
TC85BCF4679,2025-07,2025-07-22,801.0,801.0,0.0,True,False
T711A4FB3DC,2025-07,2025-07-21,1334.5,1343.0,8.5,False,False
TDA01857472,2025-07,2025-07-20,699.8,707.3,7.5,False,False
T593C7D2F36,2025-07,2025-07-21,1002.2,1012.0,9.8,False,False
TAD1B3ECAF6,2025-07,2025-07-24,888.9,909.8,20.9,False,False
T62DB418771,2025-08,2025-08-21,1348.2,1373.9,25.7,False,False
T516D296A99,2025-08,2025-08-24,843.5,851.7,8.2,False,False
TF6199DECCB,2025-08,2025-08-20,1536.1,1536.1,0.0,True,False
TBFDD3649BD,2025-08,2025-08-24,1498.9,1513.3,14.4,False,False
T1A8F7C05C9,2025-08,2025-08-21,1321.9,1330.0,8.1,False,False
T6B4FC6C7C6,2025-08,2025-08-23,909.2,930.0,20.8,False,False
T6EE7490E19,2025-08,2025-08-20,1582.4,1597.5,15.1,False,False
T771EC6B537,2025-08,2025-08-20,945.1,950.3,5.2,False,False
TA87CD37475,2025-08,2025-08-23,574.2,596.6,22.4,False,False
T00048F12E2,2025-08,2025-08-23,252.1,259.6,7.5,False,False
TDE3B85E449,2025-08,2025-08-24,1204.0,1220.0,16.0,False,False
TDFD5EF1E2B,2025-08,2025-08-21,815.5,827.8,12.3,False,False
T6BE1C12D07,2025-08,2025-08-21,2695.8,2800.5,104.7,False,False
TE17C7596F7,2025-08,2025-08-23,373.2,388.4,15.2,False,False
TF0590D064A,2025-08,2025-08-24,615.7,626.1,10.4,False,False
T0201C8273D,2025-08,2025-08-20,525.8,535.9,10.1,False,False
T416D725964,2025-08,2025-08-24,1314.6,1314.6,0.0,True,False
T592985E849,2025-08,2025-08-24,508.7,535.0,26.3,False,False
T8CFD079CB6,2025-08,2025-08-22,1711.4,1723.0,11.6,False,False
TD10A6EDCA0,2025-08,2025-08-24,1103.2,1127.7,24.5,False,False
T0CE7987E4B,2025-08,2025-08-21,1494.6,1573.9,79.3,False,False
T0F12629295,2025-08,2025-08-24,421.8,425.5,3.7,False,False
T7833B36159,2025-08,2025-08-20,818.9,836.3,17.4,False,False
